seconds_elapsed,acc_z,acc_y,acc_x,grav_z,grav_y,grav_x,gyro_z,gyro_y,gyro_x
0.0700,-0.1791,-0.0341,-0.1096,0.6021,-6.6556,-7.1771,-0.0089,0.0123,0.0649
0.0800,-0.1562,-0.0576,-0.0961,0.6039,-6.6560,-7.1766,-0.0089,0.0123,0.0649
0.0900,-0.1333,-0.0812,-0.0827,0.6057,-6.6564,-7.1760,-0.0089,0.0123,0.0649
0.1000,-0.0627,-0.1353,-0.0728,0.6102,-6.6574,-7.1748,0.0037,0.0302,0.0686
0.1100,0.0021,-0.1560,-0.1145,0.6125,-6.6574,-7.1745,0.0100,0.0351,0.0680
0.1200,0.0493,-0.1609,-0.1385,0.6139,-6.6565,-7.1753,0.0108,0.0265,0.0606
0.1300,0.0978,-0.1372,-0.1553,0.6156,-6.6555,-7.1761,0.0141,0.0127,0.0596
0.1400,0.1273,-0.1184,-0.1265,0.6181,-6.6543,-7.1769,0.0184,-0.0028,0.0570
0.1500,0.1237,-0.1040,-0.0384,0.6217,-6.6528,-7.1780,0.0202,-0.0115,0.0535
0.1600,0.1098,-0.0945,0.0490,0.6260,-6.6510,-7.1793,0.0208,-0.0134,0.0507
0.1700,0.0576,-0.1074,0.1101,0.6304,-6.6493,-7.1805,0.0230,-0.0040,0.0435
0.1800,0.0044,-0.1515,0.1529,0.6341,-6.6475,-7.1818,0.0253,0.0129,0.0348
0.1900,-0.0264,-0.1836,0.1792,0.6361,-6.6457,-7.1833,0.0238,0.0308,0.0315
0.2000,-0.0243,-0.1877,0.1400,0.6364,-6.6441,-7.1848,0.0179,0.0412,0.0293
0.2100,-0.0409,-0.1715,0.0576,0.6355,-6.6435,-7.1854,0.0106,0.0451,0.0287
0.2200,-0.0313,-0.1465,-0.0558,0.6339,-6.6446,-7.1845,0.0033,0.0475,0.0338
0.2300,-0.0170,-0.1205,-0.1382,0.6323,-6.6458,-7.1836,-0.0028,0.0508,0.0468
0.2400,0.0256,-0.0708,-0.2077,0.6312,-6.6468,-7.1827,-0.0079,0.0508,0.0623
0.2500,0.0887,0.0017,-0.2307,0.6312,-6.6475,-7.1821,-0.0087,0.0428,0.0763
0.2600,0.1352,0.0612,-0.2367,0.6326,-6.6479,-7.1816,-0.0083,0.0274,0.0861
0.2700,0.1654,0.1067,-0.2506,0.6358,-6.6480,-7.1813,-0.0104,0.0088,0.0895
0.2800,0.1939,0.1576,-0.2693,0.6409,-6.6478,-7.1809,-0.0130,-0.0089,0.0838
0.2900,0.2239,0.1909,-0.3098,0.6488,-6.6472,-7.1808,-0.0130,-0.0170,0.0824
0.3000,0.2360,0.1966,-0.3305,0.6554,-6.6461,-7.1813,-0.0126,-0.0234,0.0753
0.3100,0.2353,0.2141,-0.3433,0.6642,-6.6436,-7.1827,-0.0118,-0.0323,0.0539
0.3200,0.2342,0.2320,-0.3304,0.6732,-6.6400,-7.1853,-0.0081,-0.0374,0.0305
0.3300,0.2326,0.2446,-0.3044,0.6820,-6.6350,-7.1890,-0.0036,-0.0459,-0.0011
0.3400,0.2173,0.2145,-0.2755,0.6901,-6.6289,-7.1939,0.0006,-0.0620,-0.0420
0.3500,0.1880,0.1862,-0.2452,0.6971,-6.6221,-7.1994,0.0065,-0.0871,-0.0864
0.3600,0.1286,0.1561,-0.2179,0.7030,-6.6151,-7.2053,0.0133,-0.1298,-0.1448
0.3700,0.0672,0.1398,-0.1938,0.7077,-6.6084,-7.2110,0.0184,-0.1640,-0.1906
0.3800,0.0032,0.1016,-0.1493,0.7111,-6.6022,-7.2163,0.0238,-0.1777,-0.2169
0.3900,-0.0466,0.0763,-0.0999,0.7129,-6.5968,-7.2211,0.0291,-0.1822,-0.2350
0.4000,-0.0769,0.0533,-0.0893,0.7129,-6.5922,-7.2253,0.0312,-0.1816,-0.2450
0.4100,-0.1014,0.0103,-0.1134,0.7111,-6.5891,-7.2283,0.0322,-0.1803,-0.2468
0.4200,-0.0927,-0.0123,-0.1313,0.7081,-6.5880,-7.2296,0.0318,-0.1822,-0.2405
0.4300,-0.1226,-0.0237,-0.1301,0.7051,-6.5870,-7.2308,0.0298,-0.1897,-0.2318
0.4400,-0.1437,-0.0198,-0.1059,0.7031,-6.5861,-7.2318,0.0289,-0.2019,-0.2253
0.4500,-0.1645,-0.0485,-0.0644,0.7024,-6.5853,-7.2326,0.0281,-0.2117,-0.2153
0.4600,-0.1913,-0.0740,-0.0072,0.7029,-6.5846,-7.2332,0.0293,-0.2131,-0.2059
0.4700,-0.2056,-0.1115,0.0269,0.7044,-6.5838,-7.2337,0.0310,-0.2019,-0.2012
0.4800,-0.2117,-0.1770,0.0300,0.7058,-6.5829,-7.2344,0.0334,-0.1905,-0.1998
0.4900,-0.2106,-0.2322,0.0443,0.7062,-6.5820,-7.2352,0.0344,-0.1834,-0.2016
0.5000,-0.1920,-0.2683,0.0644,0.7059,-6.5810,-7.2362,0.0344,-0.1781,-0.2014
0.5100,-0.1775,-0.2987,0.0709,0.7050,-6.5802,-7.2370,0.0336,-0.1748,-0.2004
0.5200,-0.1787,-0.3433,0.0772,0.7038,-6.5795,-7.2378,0.0320,-0.1728,-0.1994
0.5300,-0.1661,-0.3692,0.0953,0.7024,-6.5791,-7.2383,0.0310,-0.1706,-0.1949
0.5400,-0.1815,-0.3750,0.1530,0.7010,-6.5789,-7.2386,0.0300,-0.1669,-0.1892
0.5500,-0.2215,-0.3756,0.2233,0.6996,-6.5790,-7.2386,0.0259,-0.1585,-0.1829
0.5600,-0.2350,-0.3870,0.2604,0.6979,-6.5797,-7.2382,0.0131,-0.1449,-0.1741
0.5700,-0.2446,-0.3750,0.2647,0.6956,-6.5813,-7.2369,0.0084,-0.1276,-0.1611
0.5800,-0.2792,-0.3899,0.2722,0.6926,-6.5839,-7.2348,0.0141,-0.1085,-0.1485
0.5900,-0.2988,-0.4282,0.2485,0.6866,-6.5895,-7.2303,0.0241,-0.0820,-0.1296
0.6000,-0.2973,-0.4520,0.2154,0.6747,-6.6008,-7.2211,0.0261,-0.0614,-0.1131
0.6100,-0.2807,-0.4627,0.1794,0.6622,-6.6117,-7.2123,0.0232,-0.0459,-0.0915
0.6200,-0.2579,-0.4493,0.1274,0.6498,-6.6226,-7.2034,0.0206,-0.0343,-0.0646
0.6300,-0.2385,-0.4139,0.0891,0.6384,-6.6333,-7.1946,0.0173,-0.0246,-0.0310
0.6400,-0.2079,-0.3472,0.0535,0.6285,-6.6434,-7.1861,0.0133,-0.0189,-0.0001
0.6500,-0.1993,-0.2978,0.0502,0.6207,-6.6528,-7.1781,0.0094,-0.0119,0.0260
0.6600,-0.1955,-0.2379,0.0593,0.6145,-6.6617,-7.1704,0.0069,0.0031,0.0564
0.6700,-0.1857,-0.1932,0.0690,0.6095,-6.6697,-7.1634,0.0084,0.0284,0.0934
0.6800,-0.1693,-0.1641,0.0710,0.6058,-6.6764,-7.1574,0.0086,0.0485,0.1166
0.6900,-0.1444,-0.1467,0.0723,0.6048,-6.6803,-7.1539,0.0074,0.0599,0.1299
0.7000,-0.1386,-0.1228,0.0562,0.6079,-6.6802,-7.1537,0.0049,0.0671,0.1396
0.7100,-0.1187,-0.1094,0.0154,0.6111,-6.6800,-7.1536,0.0019,0.0658,0.1404
0.7200,-0.1277,-0.0641,-0.0247,0.6146,-6.6799,-7.1534,-0.0016,0.0654,0.1382
0.7300,-0.1361,-0.0434,-0.0800,0.6182,-6.6799,-7.1531,-0.0028,0.0669,0.1290
0.7400,-0.1314,-0.0123,-0.1705,0.6214,-6.6798,-7.1529,-0.0028,0.0713,0.1211
0.7500,-0.1162,0.0131,-0.2312,0.6238,-6.6796,-7.1529,-0.0024,0.0734,0.1148
0.7600,-0.0774,0.0255,-0.2933,0.6256,-6.6793,-7.1530,-0.0010,0.0685,0.1085
0.7700,-0.0448,0.0489,-0.3248,0.6274,-6.6788,-7.1533,0.0008,0.0595,0.1020
0.7800,-0.0204,0.0682,-0.3323,0.6293,-6.6781,-7.1539,0.0047,0.0530,0.0993
0.7900,0.0084,0.0959,-0.3076,0.6316,-6.6770,-7.1546,0.0084,0.0473,0.0991
0.8000,0.0504,0.1192,-0.2307,0.6343,-6.6756,-7.1557,0.0114,0.0371,0.0954
0.8100,0.0528,0.1391,-0.1616,0.6376,-6.6740,-7.1569,0.0157,0.0274,0.0928
0.8200,0.0402,0.1483,-0.1075,0.6413,-6.6720,-7.1584,0.0194,0.0184,0.0814
0.8300,0.0290,0.1444,-0.1025,0.6454,-6.6697,-7.1602,0.0224,0.0174,0.0743
0.8400,0.0085,0.1181,-0.1166,0.6491,-6.6673,-7.1621,0.0234,0.0176,0.0616
0.8500,-0.0025,0.0884,-0.1448,0.6521,-6.6648,-7.1642,0.0243,0.0168,0.0504
0.8600,0.0067,0.0519,-0.1757,0.6541,-6.6618,-7.1668,0.0238,0.0133,0.0388
0.8700,0.0143,0.0247,-0.2040,0.6553,-6.6578,-7.1704,0.0222,0.0088,0.0307
0.8800,0.0253,0.0226,-0.2094,0.6562,-6.6540,-7.1738,0.0208,0.0041,0.0264
0.8900,0.0474,0.0319,-0.1831,0.6573,-6.6505,-7.1770,0.0188,-0.0024,0.0207
