seconds_elapsed,acc_z,acc_y,acc_x,grav_z,grav_y,grav_x,gyro_z,gyro_y,gyro_x
0.0800,0.0474,-0.0290,-0.0648,3.6702,1.4266,-8.9814,0.0051,-0.0060,0.0154
0.0900,0.0516,-0.0249,-0.0511,3.6702,1.4267,-8.9813,0.0051,-0.0060,0.0154
0.1000,0.0558,-0.0208,-0.0373,3.6702,1.4268,-8.9813,0.0051,-0.0060,0.0154
0.1100,0.0550,0.0023,-0.0285,3.6704,1.4270,-8.9812,0.0045,-0.0119,0.0130
0.1200,0.0591,0.0453,-0.0442,3.6718,1.4271,-8.9806,0.0033,-0.0221,0.0103
0.1300,0.0535,0.0680,-0.0785,3.6735,1.4276,-8.9798,0.0027,-0.0168,0.0144
0.1400,0.0723,0.0706,-0.1278,3.6747,1.4282,-8.9793,0.0006,-0.0103,0.0134
0.1500,0.0773,0.0702,-0.1807,3.6752,1.4286,-8.9790,-0.0004,-0.0034,0.0136
0.1600,0.0583,0.0664,-0.1760,3.6751,1.4292,-8.9789,0.0000,-0.0005,0.0126
0.1700,0.0375,0.0853,-0.1138,3.6751,1.4295,-8.9789,-0.0016,-0.0040,0.0071
0.1800,0.0323,0.0907,-0.0693,3.6755,1.4296,-8.9787,-0.0018,-0.0062,0.0038
0.1900,0.0246,0.1058,-0.0535,3.6760,1.4297,-8.9785,-0.0032,-0.0066,0.0008
0.2000,0.0073,0.1018,-0.0474,3.6766,1.4297,-8.9782,-0.0077,-0.0087,-0.0017
0.2100,0.0032,0.0958,-0.0461,3.6775,1.4293,-8.9779,-0.0140,-0.0121,0.0002
0.2200,0.0231,0.0755,-0.0847,3.6784,1.4288,-8.9777,-0.0169,-0.0128,0.0085
0.2300,0.0172,0.0479,-0.1170,3.6794,1.4285,-8.9773,-0.0159,-0.0195,0.0044
0.2400,0.0083,0.0253,-0.1575,3.6812,1.4280,-8.9766,-0.0122,-0.0215,0.0026
0.2500,0.0199,-0.0010,-0.2003,3.6823,1.4279,-8.9762,-0.0087,-0.0140,0.0118
0.2600,0.0318,-0.0170,-0.2134,3.6832,1.4279,-8.9758,-0.0073,-0.0150,0.0079
0.2700,0.0357,-0.0408,-0.2218,3.6841,1.4279,-8.9755,-0.0043,-0.0125,0.0103
