seconds_elapsed,acc_z,acc_y,acc_x,grav_z,grav_y,grav_x,gyro_z,gyro_y,gyro_x
0.0900,-0.0565,0.0434,-0.0223,9.3216,2.7698,1.2673,0.1484,-0.3453,-0.0589
0.1000,0.1629,0.0138,0.2673,9.3184,2.7629,1.3045,0.1484,-0.3453,-0.0589
0.1100,0.1700,-0.0826,0.3889,9.3162,2.7581,1.3302,0.1484,-0.3453,-0.0589
0.1200,0.1770,-0.1790,0.5104,9.3139,2.7534,1.3559,0.1484,-0.3453,-0.0589
0.1300,0.3027,-0.1507,0.5633,9.3095,2.7436,1.4055,0.1425,-0.2056,-0.0385
0.1400,0.3135,0.0388,0.4163,9.3091,2.7401,1.4153,0.1036,0.0850,0.0205
0.1500,0.2526,0.1185,0.3034,9.3094,2.7426,1.4085,0.0167,0.0927,0.0808
0.1600,0.2153,0.1277,0.2351,9.3076,2.7526,1.4009,-0.0672,0.0253,0.1419
0.1700,0.0546,0.1184,0.0972,9.3031,2.7682,1.4000,-0.1185,-0.0887,0.1871
0.1800,-0.1686,0.1238,-0.0795,9.2956,2.7891,1.4082,-0.1588,-0.2100,0.2383
0.1900,-0.3064,0.2070,-0.1957,9.2874,2.8097,1.4215,-0.1653,-0.2706,0.2551
0.2000,-0.4856,0.3282,-0.3006,9.2742,2.8401,1.4466,-0.1310,-0.3047,0.2493
0.2100,-0.5638,0.3246,-0.3274,9.2646,2.8609,1.4671,-0.0831,-0.3054,0.2274
0.2200,-0.5552,0.2688,-0.2568,9.2521,2.8860,1.4970,-0.0089,-0.2961,0.1671
0.2300,-0.4634,0.2817,-0.1627,9.2444,2.8990,1.5190,0.0307,-0.2926,0.1173
0.2400,-0.3559,0.2889,-0.1061,9.2355,2.9105,1.5506,0.0510,-0.2955,0.0538
0.2500,-0.3224,0.2457,-0.0653,9.2303,2.9147,1.5736,0.0495,-0.3019,0.0181
0.2600,-0.2591,0.1441,0.0878,9.2241,2.9165,1.6065,0.0586,-0.2863,-0.0167
0.2700,-0.2482,0.0946,0.1400,9.2211,2.9157,1.6245,0.0715,-0.2347,-0.0381
0.2800,-0.2761,0.0674,0.1130,9.2179,2.9126,1.6484,0.0702,-0.1510,-0.0507
0.2900,-0.2672,0.0911,0.0713,9.2162,2.9080,1.6661,0.0668,-0.0928,-0.0634
0.3000,-0.2253,0.1181,0.0118,9.2158,2.9026,1.6777,0.0680,-0.0859,-0.0792
0.3100,-0.1181,0.1298,-0.1065,9.2163,2.8957,1.6867,0.0682,-0.1301,-0.0906
0.3200,0.0547,0.1914,-0.1126,9.2167,2.8875,1.6983,0.0845,-0.2695,-0.1022
0.3300,-0.0249,0.2380,-0.1374,9.2157,2.8784,1.7191,0.0814,-0.4288,-0.0634
0.3400,-0.0173,0.3959,-0.2184,9.2113,2.8706,1.7554,0.0387,-0.5448,0.0214
0.3500,0.1092,0.4069,0.0045,9.2022,2.8708,1.8024,0.0210,-0.6684,0.0550
0.3600,0.0107,0.1374,0.4644,9.1889,2.8777,1.8580,0.0230,-0.7214,0.0185
0.3700,-0.1380,0.3168,0.7332,9.1740,2.8826,1.9227,0.1061,-0.5228,-0.1200
0.3800,-0.3443,0.3736,0.6958,9.1632,2.8777,1.9810,0.2417,-0.1895,-0.2478
0.3900,-0.7027,0.0490,0.5274,9.1625,2.8567,2.0144,0.3260,0.2214,-0.3348
0.4000,-0.9458,-0.3780,0.4059,9.1718,2.8249,2.0171,0.2985,0.6343,-0.3861
0.4100,-0.7107,-0.5502,0.2123,9.1912,2.7863,1.9816,0.1480,0.9080,-0.3896
0.4200,0.0236,0.0546,-0.0856,9.2175,2.7474,1.9124,0.0110,0.8880,-0.3639
0.4300,0.2961,0.5624,-0.4277,9.2443,2.7136,1.8299,-0.0057,0.6299,-0.3187
0.4400,0.1887,0.3386,-0.6629,9.2655,2.6853,1.7634,0.0348,0.3104,-0.2505
0.4500,0.1711,0.0873,-0.7066,9.2792,2.6621,1.7265,0.0676,-0.0111,-0.1696
0.4600,0.0667,0.0203,-0.5900,9.2853,2.6452,1.7193,0.0967,-0.3044,-0.0980
0.4700,-0.0888,-0.1175,-0.3326,9.2844,2.6346,1.7404,0.1309,-0.5064,-0.0438
0.4800,-0.0646,-0.3095,-0.0291,9.2778,2.6286,1.7841,0.1653,-0.6021,-0.0012
0.4900,-0.0927,-0.3175,0.3189,9.2676,2.6255,1.8407,0.1863,-0.5672,0.0535
0.5000,-0.1399,-0.2042,0.6008,9.2557,2.6255,1.8996,0.1582,-0.4935,0.0820
0.5100,-0.1359,-0.1714,0.6988,9.2437,2.6295,1.9516,0.0831,-0.4579,0.0745
0.5200,-0.1789,-0.1032,0.7216,9.2325,2.6347,1.9974,-0.0147,-0.4630,0.0317
0.5300,-0.3559,-0.0037,0.6389,9.2219,2.6389,2.0403,-0.1030,-0.4447,-0.0495
0.5400,-0.6924,0.0387,0.4029,9.2129,2.6388,2.0807,-0.1244,-0.3512,-0.1501
0.5500,-0.8747,-0.1306,0.1206,9.2076,2.6309,2.1140,-0.0914,-0.1838,-0.2385
0.5600,-0.6106,-0.3961,0.0522,9.2077,2.6139,2.1345,-0.0352,-0.0765,-0.3224
0.5700,-0.5067,-0.6233,0.0888,9.2131,2.5881,2.1426,0.0424,-0.0610,-0.3777
0.5800,-0.4157,-0.8376,0.1776,9.2211,2.5542,2.1488,0.1299,-0.0932,-0.3777
0.5900,-0.3718,-0.9713,0.3204,9.2291,2.5163,2.1592,0.2356,-0.1354,-0.3230
0.6000,-0.3603,-1.0794,0.4383,9.2351,2.4792,2.1762,0.3242,-0.1431,-0.1438
0.6100,-0.1927,-1.0701,0.5470,9.2375,2.4508,2.1983,0.3515,-0.2256,0.0067
0.6200,-0.4138,-1.0024,0.5527,9.2344,2.4381,2.2254,0.3419,-0.3661,0.0802
0.6300,-0.7622,-1.0185,0.4606,9.2260,2.4335,2.2648,0.3284,-0.5273,0.1228
0.6400,-1.1129,-1.1199,0.3078,9.2128,2.4335,2.3178,0.3346,-0.7175,0.1299
0.6500,-1.4090,-1.2906,0.1845,9.1945,2.4358,2.3869,0.3800,-0.9254,0.1221
0.6600,-1.5251,-1.5728,0.1884,9.1708,2.4371,2.4747,0.4746,-1.1351,0.1179
0.6700,-1.4761,-1.8841,0.3674,9.1410,2.4364,2.5831,0.5921,-1.3318,0.1040
0.6800,-1.4047,-1.9761,0.6572,9.1047,2.4318,2.7122,0.7031,-1.4394,0.0446
0.6900,-1.2078,-1.9217,0.8969,9.0635,2.4196,2.8572,0.8811,-1.4426,-0.0381
0.7000,-0.9580,-2.0150,0.8723,9.0212,2.3949,3.0079,1.0985,-1.3685,-0.1175
0.7100,-0.7454,-1.9847,0.8830,8.9802,2.3550,3.1584,1.2173,-1.1924,-0.1994
0.7200,-0.3359,-2.1398,0.8289,8.9434,2.3010,3.2995,1.2559,-1.0256,-0.2287
0.7300,0.1034,-2.4734,0.6527,8.9127,2.2380,3.4238,1.3221,-1.0751,-0.1723
0.7400,0.0449,-2.3401,0.5804,8.8817,2.1725,3.5440,1.3838,-1.1879,-0.0912
0.7500,-0.2350,-2.5829,0.2575,8.8433,2.1088,3.6762,1.4567,-1.3263,-0.0055
0.7600,-0.7986,-3.0086,-0.2974,8.7971,2.0477,3.8185,1.5636,-1.4907,0.1268
0.7700,-0.6677,-2.9404,-0.4325,8.7405,1.9915,3.9751,1.7263,-1.7556,0.2734
0.7800,-0.6942,-3.0371,-0.3341,8.6696,1.9406,4.1512,1.9383,-2.0887,0.3879
0.7900,-0.9064,-3.2470,-0.0927,8.5793,1.8895,4.3568,2.1397,-2.3874,0.4608
0.8000,-1.1152,-3.4730,0.1651,8.4688,1.8322,4.5906,2.3009,-2.5745,0.4883
0.8100,-1.1328,-3.7955,0.2072,8.3413,1.7652,4.8432,2.4424,-2.7006,0.4819
0.8200,-1.0522,-4.0984,-0.1115,8.2008,1.6851,5.1045,2.6418,-2.8454,0.4321
0.8300,-0.8851,-4.0741,-0.7450,8.0473,1.5865,5.3730,2.9012,-3.0500,0.4113
0.8400,-0.6655,-3.8313,-1.2111,7.8771,1.4635,5.6523,3.2256,-3.3438,0.5212
0.8500,-0.7898,-3.9708,-0.9701,7.6830,1.3188,5.9469,3.4088,-3.4365,0.6430
0.8600,-1.1948,-4.3975,0.0714,7.4655,1.1589,6.2496,3.4683,-3.3868,0.7173
0.8700,-0.9426,-4.1712,0.3944,7.2405,0.9885,6.5371,3.5200,-3.3257,0.7605
0.8800,-0.6703,-3.7536,0.2559,7.0112,0.8063,6.8065,3.5854,-3.2709,0.7837
0.8900,-0.3375,-3.5785,0.0024,6.7790,0.6097,7.0576,3.6727,-3.2349,0.7925
