seconds_elapsed,acc_z,acc_y,acc_x,grav_z,grav_y,grav_x,gyro_z,gyro_y,gyro_x
0.0800,0.0288,-0.1469,-0.3012,8.0831,-3.8065,4.0410,0.6082,-1.3069,-0.0680
0.0900,0.0735,-0.1520,-0.2636,8.0431,-3.8308,4.0967,0.6082,-1.3069,-0.0680
0.1000,0.1183,-0.1570,-0.2259,8.0032,-3.8550,4.1524,0.6082,-1.3069,-0.0680
0.1100,0.1675,-0.0574,-0.2284,7.9268,-3.9010,4.2563,0.4569,-1.2645,0.0367
0.1200,0.1008,0.1118,-0.2936,7.8834,-3.9042,4.3334,0.1533,-1.2040,0.2495
0.1300,0.0044,0.2107,-0.3118,7.8500,-3.8942,4.4023,0.1827,-1.2085,0.2402
0.1400,-0.0754,0.2164,-0.1480,7.8123,-3.8943,4.4686,0.2740,-0.6316,0.0418
0.1500,-0.0933,0.1815,0.0116,7.7953,-3.9007,4.4925,0.3040,-0.3652,-0.0494
0.1600,-0.1113,0.1467,0.1711,7.7783,-3.9071,4.5164,0.3339,-0.0987,-0.1405
0.1700,-0.1187,0.0828,0.5564,7.7446,-3.9311,4.5540,0.2889,0.3278,-0.2488
0.1800,-0.0082,0.1091,0.7195,7.7481,-3.9638,4.5193,0.1944,0.4726,-0.2508
0.1900,0.1426,0.1644,0.7974,7.7586,-3.9927,4.4757,0.1081,0.4712,-0.2195
0.2000,0.2656,0.2339,0.8228,7.7713,-4.0160,4.4328,0.0372,0.4164,-0.1582
0.2100,0.3581,0.2874,0.7924,7.7833,-4.0311,4.3978,-0.0021,0.3315,-0.1048
0.2200,0.4028,0.3366,0.7315,7.7945,-4.0388,4.3709,-0.0116,0.2097,-0.0619
0.2300,0.3900,0.3847,0.6395,7.8024,-4.0422,4.3535,0.0016,0.0725,-0.0217
0.2400,0.3272,0.4250,0.5164,7.8062,-4.0426,4.3464,0.0405,-0.0611,-0.0034
0.2500,0.2580,0.4675,0.3862,7.8052,-4.0420,4.3487,0.0965,-0.2269,0.0025
0.2600,0.1939,0.5075,0.2931,7.7982,-4.0429,4.3604,0.1828,-0.5083,0.0184
0.2700,0.1188,0.5305,0.2633,7.7816,-4.0460,4.3871,0.2307,-0.7031,0.0377
0.2800,0.0438,0.5230,0.2657,7.7544,-4.0505,4.4309,0.2164,-0.7821,0.0332
0.2900,0.0363,0.4895,0.2887,7.7228,-4.0545,4.4821,0.1551,-0.8432,0.0117
0.3000,0.1178,0.4273,0.3090,7.6876,-4.0577,4.5392,0.0651,-0.9029,0.0581
0.3100,0.2690,0.3263,0.2620,7.6497,-4.0565,4.6038,-0.0112,-0.9945,0.1509
0.3200,0.4517,0.2181,0.0996,7.6115,-4.0449,4.6768,-0.0206,-1.2307,0.2464
0.3300,0.5626,0.1204,-0.1992,7.5684,-4.0246,4.7634,0.0346,-1.4125,0.3487
0.3400,0.6101,-0.0382,-0.4390,7.5169,-3.9992,4.8651,0.2003,-1.4543,0.4387
0.3500,0.5989,-0.2144,-0.5820,7.4643,-3.9730,4.9666,0.3785,-1.4148,0.4602
0.3600,0.5380,-0.2441,-0.6345,7.4135,-3.9537,5.0574,0.5312,-1.2539,0.4688
0.3700,0.5315,-0.3000,-0.5803,7.3673,-3.9433,5.1325,0.5819,-1.1566,0.4655
0.3800,0.5343,-0.3225,-0.5131,7.3286,-3.9384,5.1914,0.5536,-1.1900,0.4826
